1281889607	32.556000
1281891055	0.209000
1281892503	1.230000
1281893951	0.106000
1281895399	0.010000
1281896847	0.008000
1281898295	0.011000
1281899743	0.007000
1281901191	0.009000
1281902639	0.098000
1281904087	20.025000
1281905535	0.278000
1281906983	5.135000
1281908431	0.310000
1281909879	0.816000
1281911327	0.087000
1281912775	0.024000
1281914223	0.178000
1281915671	1.578000
1281917119	0.048000
1281918567	0.035000
1281920015	0.010000
1281921463	0.010000
1281922911	0.009000
1281924359	0.009000
1281925807	0.008000
1281927255	0.010000
1281928703	0.009000
1281930151	0.021000
1281931599	0.007000
1281933047	14.791000
1281934495	0.299000
1281935943	0.599000
1281937391	0.086000
1281938839	0.046000
1281940287	0.014000
1281941735	0.515000
1281943183	0.093000
1281944631	0.038000
1281946079	0.019000
1281947527	0.021000
1281948975	0.028000
1281950423	0.509000
1281951871	0.070000
1281953319	2.418000
1281954767	0.302000
1281956215	0.601000
1281957663	0.075000
1281959111	0.068000
1281960559	0.019000
1281962007	0.020000
1281963455	0.522000
1281964903	1.105000
1281966351	0.076000
1281967799	0.060000
1281969247	0.019000
1281970695	0.020000
1281972143	0.019000
1281973591	0.019000
1281975039	0.020000
1281976487	0.022000
1281977935	0.019000
1281979383	0.021000
1281980831	0.018000
1281982279	2.887000
1281983727	0.389000
1281985175	0.422000
1281986623	0.068000
1281988071	0.039000
1281989519	0.028000
1281990967	10.401000
1281992415	0.268000
1281993863	1.183000
1281995311	0.088000
1281996759	0.048000
1281998207	0.018000
1281999655	0.021000
1282001103	0.018000
1282002551	0.020000
1282003999	0.043000
1282005447	2.686000
1282006895	0.079000
1282008343	0.035000
1282009791	0.019000
1282011239	0.021000
1282012687	0.019000
1282014135	0.023000
1282015583	0.020000
1282017031	0.022000
1282018479	0.018000
1282019927	0.020000
1282021375	0.018000
1282022823	0.020000
1282024271	0.020000
1282025719	0.019000
1282027167	0.019000
1282028615	0.020000
1282030063	0.019000
1282031511	0.020000
1282032959	0.018000
1282034407	3.122000
1282035855	0.330000
1282037303	2.710000
1282038751	0.096000
1282040199	0.024000
1282041647	0.019000
1282043095	0.020000
1282044543	0.019000
1282045991	0.020000
1282047439	0.020000
1282048887	0.022000
1282050335	0.015000
1282051783	0.013000
1282053231	0.014000
1282054679	0.013000
1282056127	0.012000
1282057575	0.016000
1282059023	0.014000
1282060471	0.013000
1282061919	0.014000
1282063367	0.669000
1282064815	0.022000
1282066263	0.016000
1282067711	0.015000
1282069159	0.007000
1282070607	0.005000
1282072055	0.006000
1282073503	0.005000
1282074951	0.006000
1282076399	0.008000
1282077847	0.009000
1282079295	0.008000
1282080743	0.012000
1282082191	0.008000
1282083639	1.083000
1282085087	0.047000
1282086535	0.021000
1282087983	0.021000
1282089431	0.022000
1282090879	0.022000
1282092327	0.021000
1282093775	0.019000
1282095223	0.021000
1282096671	0.020000
1282098119	0.022000
1282099567	0.023000
1282101015	10.138000
1282102463	0.356000
1282103911	0.828000
1282105359	0.083000
1282106807	0.053000
1282108255	0.032000
1282109703	0.021000
1282111151	0.357000
1282112599	1.968000
1282114047	0.093000
1282115495	0.062000
1282116943	0.042000
1282118391	0.025000
1282119839	0.023000
1282121287	0.035000
